event_id,employee_id,department,role,privilege_level,security_training_completed,previous_training_score,scenario_id,scenario_name,attack_type,difficulty,target_department,mitre_technique,targeted_department,failure_probability,email_opened,link_clicked,attachment_opened,credentials_submitted,email_reported,response_time_seconds,simulation_failed,remediation_training_assigned
EVT000146,EMP0015,Operations,Operations Manager,Medium,1,86,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2965,1,0,0,0,0,0,0,0
EVT000147,EMP0015,Operations,Operations Manager,Medium,1,86,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2437,1,0,0,0,1,300,0,0
EVT000148,EMP0015,Operations,Operations Manager,Medium,1,86,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3278,0,0,0,0,0,0,0,0
EVT000149,EMP0015,Operations,Operations Manager,Medium,1,86,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2204,1,0,0,0,1,132,0,0
EVT000150,EMP0015,Operations,Operations Manager,Medium,1,86,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3385,1,0,0,0,0,0,0,0
EVT000151,EMP0016,Sales,Sales Manager,Low,1,80,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2529,1,0,0,0,1,123,0,0
EVT000152,EMP0016,Sales,Sales Manager,Low,1,80,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.332,1,0,0,0,1,397,0,0
EVT000153,EMP0016,Sales,Sales Manager,Low,1,80,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2452,0,0,0,0,0,0,1,1
EVT000154,EMP0016,Sales,Sales Manager,Low,1,80,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2069,1,0,0,0,0,0,0,0
EVT000155,EMP0016,Sales,Sales Manager,Low,1,80,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3034,1,0,0,0,1,112,0,0
EVT000156,EMP0016,Sales,Sales Manager,Low,1,80,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3936,1,0,0,0,1,315,0,0
EVT000157,EMP0016,Sales,Sales Manager,Low,1,80,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3945,1,0,0,0,0,0,0,0
EVT000158,EMP0016,Sales,Sales Manager,Low,1,80,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3773,1,0,0,0,1,228,0,0
EVT000159,EMP0016,Sales,Sales Manager,Low,1,80,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3573,1,0,0,0,1,420,0,0
EVT000160,EMP0016,Sales,Sales Manager,Low,1,80,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2567,1,1,0,1,0,0,1,1
EVT000161,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3514,1,1,0,1,1,112,1,1
EVT000162,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3098,1,0,1,0,0,0,1,1
EVT000163,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,1,0.3924,1,0,0,0,1,336,0,0
EVT000164,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2652,1,0,0,0,1,301,0,0
EVT000165,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.4856,1,1,0,1,0,0,1,1
EVT000166,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3348,1,1,0,1,0,0,1,1
EVT000167,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2834,1,0,0,0,0,0,0,0
EVT000168,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3476,1,0,0,0,0,0,0,0
EVT000169,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3156,0,0,0,0,1,177,0,0
EVT000170,EMP0017,Finance,Finance Manager,Medium,1,60,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3862,1,0,0,0,1,99,0,0
EVT000171,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.4228,1,1,0,1,0,0,1,1
EVT000172,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.32,1,0,0,0,1,296,0,0
EVT000173,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.4178,0,0,0,0,1,125,0,0
EVT000174,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2942,0,0,0,0,1,320,1,1
EVT000175,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2638,1,0,0,0,1,638,0,0
EVT000176,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3218,1,0,0,0,0,0,0,0
EVT000177,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2745,1,0,0,0,1,251,0,0
EVT000178,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3682,1,0,0,0,0,0,0,0
EVT000179,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4273,1,0,0,0,1,217,0,0
EVT000180,EMP0018,Operations,Operations Analyst,Low,1,69,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3875,1,0,0,0,1,79,0,0
EVT000181,EMP0019,Human Resources,Recruiter,High,1,81,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1696,1,0,0,0,0,0,0,0
EVT000182,EMP0019,Human Resources,Recruiter,High,1,81,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.1803,1,0,0,0,0,0,0,0
EVT000183,EMP0019,Human Resources,Recruiter,High,1,81,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.1274,1,0,0,0,1,258,0,0
EVT000184,EMP0019,Human Resources,Recruiter,High,1,81,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.235,1,0,0,0,1,201,0,0
EVT000185,EMP0019,Human Resources,Recruiter,High,1,81,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2295,1,0,0,0,1,302,0,0
EVT000186,EMP0019,Human Resources,Recruiter,High,1,81,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1375,1,1,0,1,1,127,1,1
EVT000187,EMP0019,Human Resources,Recruiter,High,1,81,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,1,0.165,1,0,0,0,0,0,0,0
EVT000188,EMP0019,Human Resources,Recruiter,High,1,81,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3159,1,0,0,0,1,184,0,0
EVT000189,EMP0019,Human Resources,Recruiter,High,1,81,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,1,0.2215,1,0,0,0,1,238,0,0
EVT000190,EMP0019,Human Resources,Recruiter,High,1,81,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.1649,1,1,0,1,0,0,1,1
EVT000191,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1949,1,0,0,0,0,0,0,0
EVT000192,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2694,1,0,0,0,1,100,0,0
EVT000193,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2974,0,0,0,0,0,0,0,0
EVT000194,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3345,0,0,0,0,1,423,0,0
EVT000195,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2143,0,0,0,0,1,213,0,0
EVT000196,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3317,1,1,0,0,1,250,1,1
EVT000197,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2361,0,0,0,0,0,0,0,0
EVT000198,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3791,0,0,0,0,0,0,0,0
EVT000199,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3672,1,0,1,0,1,162,1,1
EVT000200,EMP0020,Executive,Chief Officer,Privileged,1,73,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2484,1,0,0,0,1,476,0,0
EVT000201,EMP0021,Information Technology,System Administrator,High,1,90,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3024,1,0,0,0,0,0,0,0
EVT000202,EMP0021,Information Technology,System Administrator,High,1,90,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2146,0,0,0,0,1,314,1,1
EVT000203,EMP0021,Information Technology,System Administrator,High,1,90,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.318,1,0,0,0,0,0,0,0
EVT000204,EMP0021,Information Technology,System Administrator,High,1,90,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.367,1,1,0,0,1,879,1,1
EVT000205,EMP0021,Information Technology,System Administrator,High,1,90,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2863,0,0,0,0,0,0,0,0
EVT000206,EMP0021,Information Technology,System Administrator,High,1,90,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,1,0.2772,1,0,0,0,1,77,0,0
EVT000207,EMP0021,Information Technology,System Administrator,High,1,90,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2224,1,0,0,0,1,127,0,0
EVT000208,EMP0021,Information Technology,System Administrator,High,1,90,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.202,1,0,0,0,0,0,0,0
EVT000209,EMP0021,Information Technology,System Administrator,High,1,90,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2406,1,0,0,0,1,885,0,0
EVT000210,EMP0021,Information Technology,System Administrator,High,1,90,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2732,0,0,0,0,1,244,1,1
EVT000211,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3448,1,1,0,1,1,966,1,1
EVT000212,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2942,0,0,0,0,0,0,1,1
EVT000213,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.4213,0,0,0,0,1,519,0,0
EVT000214,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3057,1,0,0,0,0,0,0,0
EVT000215,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3026,1,0,0,0,0,0,0,0
EVT000216,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3027,0,0,0,0,1,306,1,1
EVT000217,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.4049,1,0,0,0,1,96,0,0
EVT000218,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3111,1,0,0,0,1,335,0,0
EVT000219,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2863,0,0,0,0,0,0,1,1
EVT000220,EMP0022,Sales,Sales Manager,Medium,0,89,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.5015,1,0,0,0,0,0,0,0
EVT000221,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2007,1,0,0,0,0,0,0,0
EVT000222,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3318,0,0,0,0,0,0,0,0
EVT000223,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3517,1,0,0,0,0,0,0,0
EVT000224,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.363,0,0,0,0,0,0,1,1
EVT000225,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2943,1,0,0,0,0,0,0,0
EVT000226,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2665,1,0,0,0,1,361,0,0
EVT000227,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,1,0.2922,1,0,0,0,1,326,0,0
EVT000228,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.4563,1,0,0,0,0,0,0,0
EVT000229,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,1,0.4238,1,0,1,0,0,0,1,1
EVT000230,EMP0023,Human Resources,HR Manager,Medium,0,81,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3244,0,0,0,0,0,0,1,1
EVT000231,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2624,1,0,0,0,0,0,0,0
EVT000232,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3634,0,0,0,0,0,0,1,1
EVT000233,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2178,1,0,0,0,1,566,0,0
EVT000234,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2952,1,0,0,0,1,105,0,0
EVT000235,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2935,1,0,0,0,1,256,0,0
EVT000236,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2703,1,0,0,0,0,0,0,0
EVT000237,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2858,1,0,0,0,0,0,0,0
EVT000238,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2454,1,0,0,0,0,0,0,0
EVT000239,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3631,1,0,1,0,1,195,1,1
EVT000240,EMP0024,Sales,Sales Representative,Medium,0,89,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2341,1,0,0,0,0,0,0,0
EVT000241,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3189,1,0,0,0,0,0,0,0
EVT000242,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2939,1,0,0,0,1,468,0,0
EVT000243,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3547,1,0,0,0,1,147,0,0
EVT000244,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4233,1,1,0,0,1,85,1,1
EVT000245,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3541,1,0,0,0,1,168,0,0
EVT000246,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1748,1,0,0,0,0,0,0,0
EVT000247,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3376,1,1,0,1,1,295,1,1
EVT000248,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.4744,1,0,0,0,1,218,0,0
EVT000249,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3378,1,0,1,0,1,65,1,1
EVT000250,EMP0025,Marketing,Digital Marketing Analyst,Low,1,87,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3145,1,1,0,0,0,0,1,1
EVT000251,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1137,1,1,0,0,1,169,1,1
EVT000252,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2571,1,0,0,0,0,0,0,0
EVT000253,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.1873,1,0,0,0,1,237,0,0
EVT000254,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2128,1,0,0,0,0,0,0,0
EVT000255,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.265,1,1,0,1,1,249,1,1
EVT000256,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1416,1,0,0,0,1,285,0,0
EVT000257,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.193,1,0,0,0,0,0,0,0
EVT000258,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2386,0,0,0,0,0,0,1,1
EVT000259,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.0982,1,0,0,0,1,310,0,0
EVT000260,EMP0026,Legal,Legal Assistant,Medium,1,94,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.1504,1,0,0,0,0,0,0,0
EVT000261,EMP0027,Finance,Accountant,High,1,82,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.03,0,0,0,0,1,128,0,0
EVT000262,EMP0027,Finance,Accountant,High,1,82,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.1551,1,0,0,0,1,414,0,0
EVT000263,EMP0027,Finance,Accountant,High,1,82,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,1,0.1312,0,0,0,0,1,157,0,0
EVT000264,EMP0027,Finance,Accountant,High,1,82,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2377,1,0,0,0,0,0,0,0
EVT000265,EMP0027,Finance,Accountant,High,1,82,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2369,1,0,0,0,1,218,0,0
EVT000266,EMP0027,Finance,Accountant,High,1,82,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2245,0,0,0,0,1,57,0,0
EVT000267,EMP0027,Finance,Accountant,High,1,82,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.1632,1,0,0,0,1,101,0,0
EVT000268,EMP0027,Finance,Accountant,High,1,82,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2338,1,0,0,0,0,0,0,0
EVT000269,EMP0027,Finance,Accountant,High,1,82,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.0658,1,0,0,0,1,188,0,0
EVT000270,EMP0027,Finance,Accountant,High,1,82,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2189,1,0,0,0,0,0,0,0
